QUANTITYORDERED,PRICEEACH,SALES,PRODUCTCODE,Classic Cars,Motorcycles,Planes,Ships,Trains,Trucks and Buses,Vintage Cars,Large,Medium,Small
32,100.0,3832.64,15,1,0,0,0,0,0,0,0,1,0
35,100.0,3920.0,16,0,0,0,0,0,1,0,0,1,0
49,100.0,4916.66,16,0,0,0,0,0,1,0,0,1,0
38,100.0,3857.0,16,0,0,0,0,0,1,0,0,1,0
32,100.0,4181.44,16,0,0,0,0,0,1,0,0,1,0
34,100.0,4641.0,16,0,0,0,0,0,1,0,0,1,0
36,99.17,3570.12,16,0,0,0,0,0,1,0,0,1,0
48,93.34,4480.32,16,0,0,0,0,0,1,0,0,1,0
21,96.84,2033.64,16,0,0,0,0,0,1,0,0,0,1
21,93.34,1960.14,16,0,0,0,0,0,1,0,0,0,1
34,100.0,3966.78,16,0,0,0,0,0,1,0,0,1,0
46,100.0,5152.0,16,0,0,0,0,0,1,0,0,1,0
32,100.0,3360.0,16,0,0,0,0,0,1,0,0,1,0
29,100.0,3451.0,16,0,0,0,0,0,1,0,0,1,0
41,100.0,5453.0,16,0,0,0,0,0,1,0,0,1,0
43,96.84,4164.12,16,0,0,0,0,0,1,0,0,1,0
24,100.0,2800.08,16,0,0,0,0,0,1,0,0,0,1
41,100.0,4687.94,16,0,0,0,0,0,1,0,0,1,0
46,98.0,4508.0,16,0,0,0,0,0,1,0,0,1,0
32,100.0,4181.44,16,0,0,0,0,0,1,0,0,1,0
22,100.0,2251.04,16,0,0,0,0,0,1,0,0,0,1
29,40.25,1167.25,16,0,0,0,0,0,1,0,0,0,1
42,49.6,2083.2,16,0,0,0,0,0,1,0,0,0,1
39,98.0,3822.0,16,0,0,0,0,0,1,0,0,1,0
27,100.0,3911.49,16,0,0,0,0,0,1,0,0,1,0
48,98.0,4704.0,16,0,0,0,0,0,1,0,0,1,0
29,85.1,2467.9,16,0,0,0,0,0,1,0,0,0,1
27,100.0,3213.0,16,0,0,0,0,0,1,0,0,1,0
54,100.0,7182.0,16,0,0,0,0,0,1,0,1,0,0
26,100.0,4379.18,17,1,0,0,0,0,0,0,0,1,0
34,100.0,5004.8,17,1,0,0,0,0,0,0,0,1,0
25,100.0,3644.75,17,1,0,0,0,0,0,0,0,1,0
23,100.0,2702.04,17,1,0,0,0,0,0,0,0,0,1
28,100.0,3764.88,17,1,0,0,0,0,0,0,0,1,0
35,100.0,4508.0,17,1,0,0,0,0,0,0,0,1,0
44,100.0,5418.16,17,1,0,0,0,0,0,0,0,1,0
22,100.0,3300.66,17,1,0,0,0,0,0,0,0,1,0
42,100.0,6182.4,17,1,0,0,0,0,0,0,0,1,0
29,100.0,4186.73,17,1,0,0,0,0,0,0,0,1,0
32,100.0,4529.28,17,1,0,0,0,0,0,0,0,1,0
41,100.0,5628.89,17,1,0,0,0,0,0,0,0,1,0
26,100.0,3054.48,17,1,0,0,0,0,0,0,0,1,0
21,100.0,2526.51,17,1,0,0,0,0,0,0,0,0,1
34,100.0,4667.86,17,1,0,0,0,0,0,0,0,1,0
41,100.0,6499.32,17,1,0,0,0,0,0,0,0,1,0
37,100.0,5917.78,17,1,0,0,0,0,0,0,0,1,0
37,100.0,6231.91,17,1,0,0,0,0,0,0,0,1,0
41,100.0,5803.14,17,1,0,0,0,0,0,0,0,1,0
46,100.0,6434.02,17,1,0,0,0,0,0,0,0,1,0
40,100.0,6454.4,17,1,0,0,0,0,0,0,0,1,0
43,97.6,4196.8,17,1,0,0,0,0,0,0,0,1,0
30,87.06,2611.8,17,1,0,0,0,0,0,0,0,0,1
35,100.0,5895.05,17,1,0,0,0,0,0,0,0,1,0
36,93.77,3375.72,17,1,0,0,0,0,0,0,0,1,0
61,100.0,8374.69,17,1,0,0,0,0,0,0,1,0,0
38,100.0,4464.24,17,1,0,0,0,0,0,0,0,1,0
39,100.0,4808.31,18,0,0,0,0,0,0,1,0,1,0
33,99.66,3288.78,18,0,0,0,0,0,0,1,0,1,0
32,100.0,3254.72,18,0,0,0,0,0,0,1,0,1,0
31,100.0,3184.94,18,0,0,0,0,0,0,1,0,1,0
50,100.0,5907.5,18,0,0,0,0,0,0,1,0,1,0
48,91.44,4389.12,18,0,0,0,0,0,0,1,0,1,0
43,100.0,5036.16,18,0,0,0,0,0,0,1,0,1,0
25,87.33,2183.25,18,0,0,0,0,0,0,1,0,0,1
28,100.0,3106.88,18,0,0,0,0,0,0,1,0,1,0
36,100.0,3735.72,18,0,0,0,0,0,0,1,0,1,0
27,89.38,2413.26,18,0,0,0,0,0,0,1,0,0,1
25,100.0,2953.75,18,0,0,0,0,0,0,1,0,0,1
40,100.0,4684.8,18,0,0,0,0,0,0,1,0,1,0
34,95.55,3248.7,18,0,0,0,0,0,0,1,0,1,0
50,100.0,5239.5,18,0,0,0,0,0,0,1,0,1,0
38,100.0,4567.98,18,0,0,0,0,0,0,1,0,1,0
37,95.55,3535.35,18,0,0,0,0,0,0,1,0,1,0
43,89.38,3843.34,18,0,0,0,0,0,0,1,0,1,0
43,86.3,3710.9,18,0,0,0,0,0,0,1,0,1,0
46,95.13,4375.98,18,0,0,0,0,0,0,1,0,1,0
42,36.11,1516.62,18,0,0,0,0,0,0,1,0,0,1
50,50.18,2509.0,18,0,0,0,0,0,0,1,0,0,1
44,100.0,9240.44,18,0,0,0,0,0,0,1,1,0,0
27,93.16,2515.32,18,0,0,0,0,0,0,1,0,0,1
35,100.0,5548.9,18,0,0,0,0,0,0,1,0,1,0
51,95.55,4873.05,18,0,0,0,0,0,0,1,0,1,0
41,50.14,2055.74,19,0,0,0,0,0,0,1,0,0,1
48,49.06,2354.88,19,0,0,0,0,0,0,1,0,0,1
42,54.99,2309.58,19,0,0,0,0,0,0,1,0,0,1
49,43.13,2113.37,19,0,0,0,0,0,0,1,0,0,1
30,58.22,1746.6,19,0,0,0,0,0,0,1,0,0,1
45,51.21,2304.45,19,0,0,0,0,0,0,1,0,0,1
48,44.21,2122.08,19,0,0,0,0,0,0,1,0,0,1
32,54.45,1742.4,19,0,0,0,0,0,0,1,0,0,1
46,53.37,2455.02,19,0,0,0,0,0,0,1,0,0,1
48,63.61,3053.28,19,0,0,0,0,0,0,1,0,1,0
33,43.13,1423.29,19,0,0,0,0,0,0,1,0,0,1
31,48.52,1504.12,19,0,0,0,0,0,0,1,0,0,1
20,58.22,1164.4,19,0,0,0,0,0,0,1,0,0,1
29,51.75,1500.75,19,0,0,0,0,0,0,1,0,0,1
27,57.68,1557.36,19,0,0,0,0,0,0,1,0,0,1
24,56.07,1345.68,19,0,0,0,0,0,0,1,0,0,1
37,48.52,1795.24,19,0,0,0,0,0,0,1,0,0,1
25,44.21,1105.25,19,0,0,0,0,0,0,1,0,0,1
41,57.68,2364.88,19,0,0,0,0,0,0,1,0,0,1
27,89.89,2427.03,19,0,0,0,0,0,0,1,0,0,1
21,58.95,1237.95,19,0,0,0,0,0,0,1,0,0,1
22,72.41,1593.02,19,0,0,0,0,0,0,1,0,0,1
32,98.63,3156.16,19,0,0,0,0,0,0,1,0,1,0
25,52.83,1320.75,19,0,0,0,0,0,0,1,0,0,1
42,100.0,4998.0,19,0,0,0,0,0,0,1,0,1,0
25,51.75,1293.75,19,0,0,0,0,0,0,1,0,0,1
37,100.0,5433.08,20,1,0,0,0,0,0,0,0,1,0
26,100.0,3073.72,20,1,0,0,0,0,0,0,0,1,0
44,99.55,4380.2,20,1,0,0,0,0,0,0,0,1,0
47,100.0,5848.68,20,1,0,0,0,0,0,0,0,1,0
43,100.0,6153.73,20,1,0,0,0,0,0,0,0,1,0
42,100.0,4965.24,20,1,0,0,0,0,0,0,0,1,0
42,100.0,5435.64,20,1,0,0,0,0,0,0,0,1,0
29,100.0,4258.36,20,1,0,0,0,0,0,0,0,1,0
40,100.0,4032.0,20,1,0,0,0,0,0,0,0,1,0
38,100.0,4492.36,20,1,0,0,0,0,0,0,0,1,0
38,100.0,4161.38,20,1,0,0,0,0,0,0,0,1,0
21,100.0,2508.66,20,1,0,0,0,0,0,0,0,0,1
24,100.0,3374.88,20,1,0,0,0,0,0,0,0,1,0
36,100.0,5196.6,20,1,0,0,0,0,0,0,0,1,0
23,100.0,2604.52,20,1,0,0,0,0,0,0,0,0,1
20,100.0,2936.8,20,1,0,0,0,0,0,0,0,0,1
32,100.0,3424.64,20,1,0,0,0,0,0,0,0,1,0
29,100.0,2923.2,20,1,0,0,0,0,0,0,0,0,1
44,100.0,4489.76,20,1,0,0,0,0,0,0,0,1,0
44,100.0,4849.24,20,1,0,0,0,0,0,0,0,1,0
36,100.0,5848.92,20,1,0,0,0,0,0,0,0,1,0
49,56.3,2758.7,20,1,0,0,0,0,0,0,0,0,1
34,42.64,1449.76,20,1,0,0,0,0,0,0,0,0,1
59,100.0,7048.14,20,1,0,0,0,0,0,0,1,0,0
37,100.0,5202.94,20,1,0,0,0,0,0,0,0,1,0
36,100.0,5279.4,21,0,0,1,0,0,0,0,0,1,0
43,100.0,6916.12,21,0,0,1,0,0,0,0,0,1,0
21,100.0,2781.66,21,0,0,1,0,0,0,0,0,0,1
32,100.0,5248.0,21,0,0,1,0,0,0,0,0,1,0
38,100.0,6531.44,21,0,0,1,0,0,0,0,0,1,0
43,100.0,5763.72,21,0,0,1,0,0,0,0,0,1,0
42,100.0,6490.68,21,0,0,1,0,0,0,0,0,1,0
32,100.0,6004.8,21,0,0,1,0,0,0,0,0,1,0
42,100.0,7483.98,21,0,0,1,0,0,0,0,1,0,0
31,100.0,5719.5,21,0,0,1,0,0,0,0,0,1,0
49,100.0,6954.08,21,0,0,1,0,0,0,0,0,1,0
45,100.0,8160.3,21,0,0,1,0,0,0,0,1,0,0
49,100.0,6567.96,21,0,0,1,0,0,0,0,0,1,0
41,100.0,6724.0,21,0,0,1,0,0,0,0,0,1,0
45,100.0,5747.85,21,0,0,1,0,0,0,0,0,1,0
36,100.0,5676.84,21,0,0,1,0,0,0,0,0,1,0
39,100.0,7379.97,21,0,0,1,0,0,0,0,1,0,0
27,100.0,3704.13,21,0,0,1,0,0,0,0,0,1,0
25,100.0,2804.75,21,0,0,1,0,0,0,0,0,0,1
41,100.0,5624.79,21,0,0,1,0,0,0,0,0,1,0
39,99.52,3881.28,21,0,0,1,0,0,0,0,0,1,0
28,57.55,1611.4,21,0,0,1,0,0,0,0,0,0,1
25,54.57,1364.25,21,0,0,1,0,0,0,0,0,0,1
33,100.0,4215.09,21,0,0,1,0,0,0,0,0,1,0
34,100.0,6433.82,21,0,0,1,0,0,0,0,0,1,0
24,100.0,4352.16,21,0,0,1,0,0,0,0,0,1,0
30,100.0,5151.0,22,0,0,0,0,0,0,1,0,1,0
42,100.0,6069.0,22,0,0,0,0,0,0,1,0,1,0
21,100.0,2856.0,22,0,0,0,0,0,0,1,0,0,1
34,100.0,5375.4,22,0,0,0,0,0,0,1,0,1,0
29,100.0,5176.5,22,0,0,0,0,0,0,1,0,1,0
24,100.0,3508.8,22,0,0,0,0,0,0,1,0,1,0
44,100.0,7554.8,22,0,0,0,0,0,0,1,1,0,0
21,100.0,3141.6,22,0,0,0,0,0,0,1,0,1,0
33,100.0,5890.5,22,0,0,0,0,0,0,1,0,1,0
30,100.0,5967.0,22,0,0,0,0,0,0,1,0,1,0
26,100.0,3712.8,22,0,0,0,0,0,0,1,0,1,0
41,100.0,7597.3,22,0,0,0,0,0,0,1,1,0,0
26,100.0,3668.6,22,0,0,0,0,0,0,1,0,1,0
32,100.0,5875.2,22,0,0,0,0,0,0,1,0,1,0
43,100.0,7310.0,22,0,0,0,0,0,0,1,1,0,0
48,100.0,8078.4,22,0,0,0,0,0,0,1,1,0,0
44,74.04,3257.76,22,0,0,0,0,0,0,1,0,1,0
45,100.0,7650.0,22,0,0,0,0,0,0,1,1,0,0
37,100.0,4703.81,22,0,0,0,0,0,0,1,0,1,0
39,100.0,5399.55,22,0,0,0,0,0,0,1,0,1,0
76,100.0,14082.8,22,0,0,0,0,0,0,1,1,0,0
37,100.0,5283.6,22,0,0,0,0,0,0,1,0,1,0
38,82.39,3130.82,23,1,0,0,0,0,0,0,0,1,0
43,72.38,3112.34,23,1,0,0,0,0,0,0,0,1,0
48,79.31,3806.88,23,1,0,0,0,0,0,0,0,1,0
26,82.39,2142.14,23,1,0,0,0,0,0,0,0,0,1
38,88.55,3364.9,23,1,0,0,0,0,0,0,0,1,0
20,63.14,1262.8,23,1,0,0,0,0,0,0,0,0,1
22,73.92,1626.24,23,1,0,0,0,0,0,0,0,0,1
45,90.86,4088.7,23,1,0,0,0,0,0,0,0,1,0
45,85.47,3846.15,23,1,0,0,0,0,0,0,0,1,0
20,66.99,1339.8,23,1,0,0,0,0,0,0,0,0,1
47,64.68,3039.96,23,1,0,0,0,0,0,0,0,1,0
46,73.92,3400.32,23,1,0,0,0,0,0,0,0,1,0
23,83.93,1930.39,23,1,0,0,0,0,0,0,0,0,1
33,74.69,2464.77,23,1,0,0,0,0,0,0,0,0,1
29,90.86,2634.94,23,1,0,0,0,0,0,0,0,0,1
44,82.39,3625.16,23,1,0,0,0,0,0,0,0,1,0
41,92.4,3788.4,23,1,0,0,0,0,0,0,0,1,0
20,91.63,1832.6,23,1,0,0,0,0,0,0,0,0,1
37,78.54,2905.98,23,1,0,0,0,0,0,0,0,0,1
29,100.0,2954.81,23,1,0,0,0,0,0,0,0,0,1
55,65.45,3599.75,23,1,0,0,0,0,0,0,0,1,0
22,100.0,3686.54,23,1,0,0,0,0,0,0,0,1,0
31,67.76,2100.56,23,1,0,0,0,0,0,0,0,0,1
49,79.22,3881.78,23,1,0,0,0,0,0,0,0,1,0
61,73.92,4509.12,23,1,0,0,0,0,0,0,0,1,0
39,83.93,3273.27,23,1,0,0,0,0,0,0,0,1,0
38,100.0,4432.7,24,1,0,0,0,0,0,0,0,1,0
31,100.0,4100.99,24,1,0,0,0,0,0,0,0,1,0
36,100.0,5274.72,24,1,0,0,0,0,0,0,0,1,0
25,100.0,4232.0,24,1,0,0,0,0,0,0,0,1,0
48,100.0,6145.44,24,1,0,0,0,0,0,0,0,1,0
35,100.0,4680.2,24,1,0,0,0,0,0,0,0,1,0
21,100.0,3286.08,24,1,0,0,0,0,0,0,0,1,0
47,100.0,7421.3,24,1,0,0,0,0,0,0,1,0,0
38,100.0,6432.64,24,1,0,0,0,0,0,0,0,1,0
41,100.0,4840.87,24,1,0,0,0,0,0,0,0,1,0
24,100.0,3892.08,24,1,0,0,0,0,0,0,0,1,0
37,100.0,5526.32,24,1,0,0,0,0,0,0,0,1,0
33,100.0,4459.62,24,1,0,0,0,0,0,0,0,1,0
49,100.0,6203.4,24,1,0,0,0,0,0,0,0,1,0
29,100.0,3754.05,24,1,0,0,0,0,0,0,0,1,0
24,100.0,3516.48,24,1,0,0,0,0,0,0,0,1,0
47,100.0,7488.04,24,1,0,0,0,0,0,0,1,0,0
24,100.0,3448.08,24,1,0,0,0,0,0,0,0,1,0
25,100.0,3734.0,24,1,0,0,0,0,0,0,0,1,0
30,32.47,974.1,24,1,0,0,0,0,0,0,0,0,1
22,100.0,3160.74,24,1,0,0,0,0,0,0,0,1,0
27,64.69,1746.63,24,1,0,0,0,0,0,0,0,0,1
34,100.0,4207.84,24,1,0,0,0,0,0,0,0,1,0
36,100.0,4352.76,24,1,0,0,0,0,0,0,0,1,0
34,43.05,1463.7,24,1,0,0,0,0,0,0,0,0,1
48,100.0,7169.28,24,1,0,0,0,0,0,0,1,0,0
34,100.0,4594.76,24,1,0,0,0,0,0,0,0,1,0
24,100.0,3457.92,25,1,0,0,0,0,0,0,0,1,0
46,100.0,7381.16,25,1,0,0,0,0,0,0,1,0,0
45,100.0,7146.9,25,1,0,0,0,0,0,0,1,0,0
39,100.0,5938.53,25,1,0,0,0,0,0,0,0,1,0
43,100.0,7110.91,25,1,0,0,0,0,0,0,1,0,0
29,100.0,5032.95,25,1,0,0,0,0,0,0,0,1,0
20,100.0,3667.6,25,1,0,0,0,0,0,0,0,1,0
46,100.0,7381.16,25,1,0,0,0,0,0,0,1,0,0
27,100.0,5128.11,25,1,0,0,0,0,0,0,0,1,0
44,100.0,7060.24,25,1,0,0,0,0,0,0,1,0,0
43,100.0,8448.64,25,1,0,0,0,0,0,0,1,0,0
49,100.0,7300.51,25,1,0,0,0,0,0,0,1,0,0
40,100.0,6549.2,25,1,0,0,0,0,0,0,0,1,0
30,100.0,5697.9,25,1,0,0,0,0,0,0,0,1,0
50,100.0,9169.0,25,1,0,0,0,0,0,0,1,0,0
23,100.0,3238.63,25,1,0,0,0,0,0,0,0,1,0
26,100.0,4554.94,25,1,0,0,0,0,0,0,0,1,0
27,100.0,3934.44,25,1,0,0,0,0,0,0,0,1,0
42,100.0,5776.26,25,1,0,0,0,0,0,0,0,1,0
47,100.0,7207.45,25,1,0,0,0,0,0,0,1,0,0
49,100.0,7460.74,25,1,0,0,0,0,0,0,1,0,0
38,100.0,6719.54,25,1,0,0,0,0,0,0,0,1,0
20,100.0,2428.0,25,1,0,0,0,0,0,0,0,0,1
25,100.0,2602.25,25,1,0,0,0,0,0,0,0,0,1
25,88.0,2200.0,25,1,0,0,0,0,0,0,0,0,1
41,100.0,6712.93,25,1,0,0,0,0,0,0,0,1,0
28,100.0,5318.04,25,1,0,0,0,0,0,0,0,1,0
50,67.8,3390.0,26,0,0,0,0,0,0,1,0,1,0
32,50.25,1608.0,26,0,0,0,0,0,0,1,0,0,1
42,53.88,2262.96,26,0,0,0,0,0,0,1,0,0,1
24,62.36,1496.64,26,0,0,0,0,0,0,1,0,0,1
27,69.62,1879.74,26,0,0,0,0,0,0,1,0,0,1
26,57.51,1495.26,26,0,0,0,0,0,0,1,0,0,1
38,61.15,2323.7,26,0,0,0,0,0,0,1,0,0,1
42,59.33,2491.86,26,0,0,0,0,0,0,1,0,0,1
23,71.44,1643.12,26,0,0,0,0,0,0,1,0,0,1
21,62.96,1322.16,26,0,0,0,0,0,0,1,0,0,1
28,50.85,1423.8,26,0,0,0,0,0,0,1,0,0,1
33,72.65,2397.45,26,0,0,0,0,0,0,1,0,0,1
25,62.96,1574.0,26,0,0,0,0,0,0,1,0,0,1
28,61.75,1729.0,26,0,0,0,0,0,0,1,0,0,1
46,49.04,2255.84,26,0,0,0,0,0,0,1,0,0,1
30,61.15,1834.5,26,0,0,0,0,0,0,1,0,0,1
38,84.25,3201.5,26,0,0,0,0,0,0,1,0,1,0
40,56.91,2276.4,26,0,0,0,0,0,0,1,0,0,1
45,100.0,8884.8,26,0,0,0,0,0,0,1,1,0,0
27,49.3,1331.1,26,0,0,0,0,0,0,1,0,0,1
42,72.65,3051.3,26,0,0,0,0,0,0,1,0,1,0
36,63.57,2288.52,26,0,0,0,0,0,0,1,0,0,1
29,100.0,3772.61,27,0,0,0,0,0,1,0,0,1,0
39,100.0,4164.42,27,0,0,0,0,0,1,0,0,1,0
45,100.0,6295.95,27,0,0,0,0,0,1,0,0,1,0
47,100.0,6287.66,27,0,0,0,0,0,1,0,0,1,0
49,100.0,5412.54,27,0,0,0,0,0,1,0,0,1,0
46,100.0,5984.14,27,0,0,0,0,0,1,0,0,1,0
48,100.0,5891.04,27,0,0,0,0,0,1,0,0,1,0
46,100.0,5984.14,27,0,0,0,0,0,1,0,0,1,0
35,100.0,3608.15,27,0,0,0,0,0,1,0,0,1,0
43,100.0,5752.54,27,0,0,0,0,0,1,0,0,1,0
26,100.0,3765.32,27,0,0,0,0,0,1,0,0,1,0
22,98.18,2159.96,27,0,0,0,0,0,1,0,0,0,1
34,99.41,3379.94,27,0,0,0,0,0,1,0,0,1,0
50,100.0,5093.5,27,0,0,0,0,0,1,0,0,1,0
48,100.0,5773.44,27,0,0,0,0,0,1,0,0,1,0
41,100.0,4528.86,27,0,0,0,0,0,1,0,0,1,0
36,100.0,4816.08,27,0,0,0,0,0,1,0,0,1,0
29,100.0,3416.78,27,0,0,0,0,0,1,0,0,1,0
33,37.48,1236.84,27,0,0,0,0,0,1,0,0,0,1
46,100.0,5814.86,27,0,0,0,0,0,1,0,0,1,0
38,100.0,5223.48,27,0,0,0,0,0,1,0,0,1,0
20,36.42,728.4,27,0,0,0,0,0,1,0,0,0,1
22,100.0,3949.0,27,0,0,0,0,0,1,0,0,1,0
27,100.0,3843.99,27,0,0,0,0,0,1,0,0,1,0
56,98.18,5498.08,27,0,0,0,0,0,1,0,0,1,0
38,99.41,3777.58,27,0,0,0,0,0,1,0,0,1,0
25,100.0,3782.0,28,0,0,0,0,0,0,1,0,1,0
33,100.0,3859.68,28,0,0,0,0,0,0,1,0,1,0
42,100.0,4431.84,28,0,0,0,0,0,0,1,0,1,0
33,100.0,4950.33,28,0,0,0,0,0,0,1,0,1,0
38,100.0,4299.7,28,0,0,0,0,0,0,1,0,1,0
31,100.0,4492.83,28,0,0,0,0,0,0,1,0,1,0
20,100.0,2212.0,28,0,0,0,0,0,0,1,0,0,1
44,100.0,4642.88,28,0,0,0,0,0,0,1,0,1,0
26,100.0,3206.32,28,0,0,0,0,0,0,1,0,1,0
27,100.0,3604.23,28,0,0,0,0,0,0,1,0,1,0
46,100.0,7017.76,28,0,0,0,0,0,0,1,1,0,0
47,100.0,6154.18,28,0,0,0,0,0,0,1,0,1,0
37,100.0,4750.8,28,0,0,0,0,0,0,1,0,1,0
31,100.0,3822.92,28,0,0,0,0,0,0,1,0,1,0
24,100.0,2440.8,28,0,0,0,0,0,0,1,0,0,1
31,100.0,4729.36,28,0,0,0,0,0,0,1,0,1,0
50,100.0,12536.5,28,0,0,0,0,0,0,1,1,0,0
35,64.69,2264.15,28,0,0,0,0,0,0,1,0,0,1
30,100.0,3928.2,28,0,0,0,0,0,0,1,0,1,0
29,100.0,3630.22,28,0,0,0,0,0,0,1,0,1,0
27,100.0,4196.07,28,0,0,0,0,0,0,1,0,1,0
40,100.0,4931.6,28,0,0,0,0,0,0,1,0,1,0
31,98.99,3068.69,28,0,0,0,0,0,0,1,0,1,0
6,100.0,785.64,28,0,0,0,0,0,0,1,0,0,1
45,100.0,4977.0,28,0,0,0,0,0,0,1,0,1,0
22,54.09,1189.98,29,0,0,0,0,0,1,0,0,0,1
45,68.67,3090.15,29,0,0,0,0,0,1,0,0,1,0
43,65.02,2795.86,29,0,0,0,0,0,1,0,0,0,1
46,61.99,2851.54,29,0,0,0,0,0,1,0,0,0,1
39,69.28,2701.92,29,0,0,0,0,0,1,0,0,0,1
31,71.1,2204.1,29,0,0,0,0,0,1,0,0,0,1
41,69.28,2840.48,29,0,0,0,0,0,1,0,0,0,1
44,60.16,2647.04,29,0,0,0,0,0,1,0,0,0,1
45,70.49,3172.05,29,0,0,0,0,0,1,0,0,1,0
37,69.89,2585.93,29,0,0,0,0,0,1,0,0,0,1
35,61.38,2148.3,29,0,0,0,0,0,1,0,0,0,1
28,59.55,1667.4,29,0,0,0,0,0,1,0,0,0,1
30,61.99,1859.7,29,0,0,0,0,0,1,0,0,0,1
30,49.22,1476.6,29,0,0,0,0,0,1,0,0,0,1
25,69.28,1732.0,29,0,0,0,0,0,1,0,0,0,1
29,57.73,1674.17,29,0,0,0,0,0,1,0,0,0,1
26,57.73,1500.98,29,0,0,0,0,0,1,0,0,0,1
41,53.48,2192.68,29,0,0,0,0,0,1,0,0,0,1
34,52.87,1797.58,29,0,0,0,0,0,1,0,0,0,1
35,61.21,2142.35,29,0,0,0,0,0,1,0,0,0,1
34,61.38,2086.92,29,0,0,0,0,0,1,0,0,0,1
50,100.0,6834.5,29,0,0,0,0,0,1,0,0,1,0
41,61.99,2541.59,29,0,0,0,0,0,1,0,0,0,1
22,96.86,2130.92,29,0,0,0,0,0,1,0,0,0,1
35,48.62,1701.7,29,0,0,0,0,0,1,0,0,0,1
44,38.5,1694.0,29,0,0,0,0,0,1,0,0,0,1
47,61.99,2913.53,29,0,0,0,0,0,1,0,0,0,1
19,49.22,935.18,29,0,0,0,0,0,1,0,0,0,1
34,90.39,3073.26,30,0,0,1,0,0,0,0,0,1,0
29,71.81,2082.49,30,0,0,1,0,0,0,0,0,0,1
49,69.27,3394.23,30,0,0,1,0,0,0,0,0,1,0
30,85.32,2559.6,30,0,0,1,0,0,0,0,0,0,1
21,70.96,1490.16,30,0,0,1,0,0,0,0,0,0,1
50,76.88,3844.0,30,0,0,1,0,0,0,0,0,1,0
47,100.0,4724.91,30,0,0,1,0,0,0,0,0,1,0
24,76.03,1824.72,30,0,0,1,0,0,0,0,0,0,1
27,98.84,2668.68,30,0,0,1,0,0,0,0,0,0,1
33,86.17,2843.61,30,0,0,1,0,0,0,0,0,0,1
35,90.39,3163.65,30,0,0,1,0,0,0,0,0,1,0
31,71.81,2226.11,30,0,0,1,0,0,0,0,0,0,1
25,82.79,2069.75,30,0,0,1,0,0,0,0,0,0,1
27,82.79,2235.33,30,0,0,1,0,0,0,0,0,0,1
31,100.0,3116.43,30,0,0,1,0,0,0,0,0,1,0
45,100.0,4781.7,30,0,0,1,0,0,0,0,0,1,0
27,100.0,2810.7,30,0,0,1,0,0,0,0,0,0,1
27,100.0,3515.67,30,0,0,1,0,0,0,0,0,1,0
42,69.27,2909.34,30,0,0,1,0,0,0,0,0,0,1
21,74.77,1570.17,30,0,0,1,0,0,0,0,0,0,1
34,76.88,2613.92,30,0,0,1,0,0,0,0,0,0,1
42,76.03,3193.26,30,0,0,1,0,0,0,0,0,1,0
15,98.84,1482.6,30,0,0,1,0,0,0,0,0,0,1
29,70.87,2055.23,31,0,1,0,0,0,0,0,0,0,1
46,58.15,2674.9,31,0,1,0,0,0,0,0,0,0,1
30,61.78,1853.4,31,0,1,0,0,0,0,0,0,0,1
30,49.67,1490.1,31,0,1,0,0,0,0,0,0,0,1
42,51.48,2162.16,31,0,1,0,0,0,0,0,0,0,1
46,61.18,2814.28,31,0,1,0,0,0,0,0,0,0,1
25,64.2,1605.0,31,0,1,0,0,0,0,0,0,0,1
32,65.42,2093.44,31,0,1,0,0,0,0,0,0,0,1
30,64.81,1944.3,31,0,1,0,0,0,0,0,0,0,1
40,49.67,1986.8,31,0,1,0,0,0,0,0,0,0,1
28,60.57,1695.96,31,0,1,0,0,0,0,0,0,0,1
23,55.72,1281.56,31,0,1,0,0,0,0,0,0,0,1
29,61.18,1774.22,31,0,1,0,0,0,0,0,0,0,1
34,58.75,1997.5,31,0,1,0,0,0,0,0,0,0,1
37,63.6,2353.2,31,0,1,0,0,0,0,0,0,0,1
20,49.06,981.2,31,0,1,0,0,0,0,0,0,0,1
32,48.46,1550.72,31,0,1,0,0,0,0,0,0,0,1
34,52.09,1771.06,31,0,1,0,0,0,0,0,0,0,1
42,52.7,2213.4,31,0,1,0,0,0,0,0,0,0,1
38,100.0,5266.04,31,0,1,0,0,0,0,0,0,1,0
30,62.16,1864.8,31,0,1,0,0,0,0,0,0,0,1
23,49.67,1142.41,31,0,1,0,0,0,0,0,0,0,1
22,53.3,1172.6,31,0,1,0,0,0,0,0,0,0,1
39,100.0,6981.0,31,0,1,0,0,0,0,0,0,1,0
55,55.72,3064.6,31,0,1,0,0,0,0,0,0,1,0
36,61.18,2202.48,31,0,1,0,0,0,0,0,0,0,1
26,100.0,3773.38,32,0,0,0,0,0,0,1,0,1,0
31,100.0,5074.39,32,0,0,0,0,0,0,1,0,1,0
34,100.0,6483.46,32,0,0,0,0,0,0,1,0,1,0
41,100.0,7956.46,32,0,0,0,0,0,0,1,1,0,0
23,100.0,4230.62,32,0,0,0,0,0,0,1,0,1,0
48,100.0,7209.12,32,0,0,0,0,0,0,1,1,0,0
22,100.0,3452.68,32,0,0,0,0,0,0,1,0,1,0
21,100.0,3047.73,32,0,0,0,0,0,0,1,0,1,0
22,100.0,3675.32,32,0,0,0,0,0,0,1,0,1,0
40,100.0,7492.4,32,0,0,0,0,0,0,1,1,0,0
